txn_id,from_account,to_account,amount,timestamp,txn_type,channel,location,kyc_risk,company
T6918,A1200,A0110,182722.88,2025-04-30T11:14:00,PAYMENT,UPI,Chennai,0.74,XYZ Pvt Ltd
T6919,A1021,A1492,81038.49,2025-01-17T23:05:00,DEPOSIT,IMPS,Bangalore,0.31,-
T6920,A0161,A0175,39238.89,2025-03-28T16:15:00,WITHDRAWAL,NEFT,Mumbai,0.8,-
T6921,A1438,A0822,79719.95,2025-03-29T11:30:00,PAYMENT,CASH,Bangalore,0.12,XYZ Pvt Ltd
T6922,A0613,A0809,213578.51,2025-03-10T03:47:00,WITHDRAWAL,NEFT,Bangalore,0.37,-
T6923,A0705,A0244,129824.9,2025-01-08T16:17:00,TRANSFER,UPI,Bangalore,0.62,ABC Corp
T6924,A1309,A0832,46509.9,2025-02-26T19:48:00,WITHDRAWAL,RTGS,Delhi,0.67,-
T6925,A0062,A0919,260182.64,2025-03-14T22:39:00,TRANSFER,IMPS,Hyderabad,0.59,-
T6926,A1404,A1015,1370.74,2025-02-18T09:49:00,WITHDRAWAL,NEFT,Bangalore,0.48,XYZ Pvt Ltd
T6927,A0487,A0402,125390.49,2025-01-04T22:27:00,DEPOSIT,UPI,Bangalore,0.07,ABC Corp
T6928,A0505,A0158,273693.45,2025-01-04T06:47:00,TRANSFER,UPI,Bangalore,0.44,LMN Ltd
T6929,A0121,A0911,93604.5,2025-01-04T09:07:00,TRANSFER,IMPS,Mumbai,0.94,LMN Ltd
T6930,A1454,A0268,272142.13,2025-03-21T02:46:00,DEPOSIT,UPI,Hyderabad,0.25,XYZ Pvt Ltd
T6931,A0326,A0376,241500.1,2025-01-17T11:23:00,WITHDRAWAL,CASH,Delhi,0.41,LMN Ltd
T6932,A0631,A1234,245100.43,2025-05-10T19:47:00,TRANSFER,UPI,Chennai,0.87,XYZ Pvt Ltd
T6933,A1248,A0238,99981.22,2025-02-13T07:49:00,TRANSFER,IMPS,Bangalore,0.99,ABC Corp
T6934,A1103,A0935,27209.7,2025-03-19T10:02:00,WITHDRAWAL,UPI,Chennai,0.27,ABC Corp
T6935,A0575,A0758,29353.26,2025-04-20T18:37:00,TRANSFER,NEFT,Chennai,0.99,-
T6936,A0289,A0048,228408.56,2025-03-30T00:31:00,WITHDRAWAL,UPI,Chennai,0.19,-
T6937,A1262,A0655,93731.85,2025-04-18T23:40:00,PAYMENT,RTGS,Chennai,0.19,XYZ Pvt Ltd
T6938,A1311,A1388,298120.61,2025-05-16T20:22:00,WITHDRAWAL,RTGS,Chennai,0.96,XYZ Pvt Ltd
T6939,A1217,A0521,192788.76,2025-03-03T09:45:00,DEPOSIT,UPI,Delhi,0.3,LMN Ltd
T6940,A0038,A1369,28408.89,2025-01-04T21:17:00,DEPOSIT,NEFT,Bangalore,0.24,ABC Corp
T6941,A1206,A1015,291286.22,2025-02-13T13:29:00,DEPOSIT,UPI,Chennai,0.4,-
T6942,A0858,A0932,245006.87,2025-01-26T09:20:00,PAYMENT,RTGS,Hyderabad,0.63,ABC Corp
T6943,A0983,A1102,274330.56,2025-01-05T22:16:00,DEPOSIT,UPI,Bangalore,0.84,XYZ Pvt Ltd
T6944,A0734,A1069,223993.84,2025-05-13T19:27:00,DEPOSIT,UPI,Delhi,0.67,LMN Ltd
T6945,A1006,A0088,267519.16,2025-05-14T08:47:00,WITHDRAWAL,IMPS,Chennai,0.08,-
T6946,A0801,A0961,111044.27,2025-05-08T12:50:00,WITHDRAWAL,NEFT,Delhi,0.94,XYZ Pvt Ltd
T6947,A1335,A1190,263555.11,2025-02-12T08:55:00,TRANSFER,IMPS,Hyderabad,0.25,ABC Corp
T6948,A0276,A0170,41746.64,2025-04-01T00:33:00,TRANSFER,UPI,Mumbai,0.2,XYZ Pvt Ltd
T6949,A0609,A1146,200955.15,2025-02-01T14:12:00,WITHDRAWAL,CASH,Bangalore,0.0,ABC Corp
T6950,A0257,A0789,274589.58,2025-04-23T03:32:00,DEPOSIT,CASH,Chennai,0.16,ABC Corp
T6951,A1347,A0587,200562.64,2025-01-17T17:20:00,TRANSFER,NEFT,Bangalore,0.67,ABC Corp
T6952,A0624,A0363,267926.28,2025-04-02T21:48:00,WITHDRAWAL,RTGS,Mumbai,0.36,ABC Corp
T6953,A1262,A0548,202049.25,2025-04-01T15:58:00,PAYMENT,UPI,Chennai,0.25,-
T6954,A0568,A1174,21609.16,2025-03-02T05:08:00,WITHDRAWAL,NEFT,Bangalore,0.33,LMN Ltd
T6955,A1444,A0834,70406.18,2025-03-25T17:43:00,TRANSFER,CASH,Delhi,0.88,ABC Corp
T6956,A0979,A0253,257956.64,2025-04-26T15:13:00,DEPOSIT,IMPS,Bangalore,0.31,ABC Corp
T6957,A0034,A0425,202156.21,2025-04-01T09:59:00,WITHDRAWAL,NEFT,Bangalore,0.73,ABC Corp
T6958,A0051,A0569,24832.81,2025-04-30T22:21:00,WITHDRAWAL,NEFT,Bangalore,0.69,ABC Corp
T6959,A0249,A0295,278130.88,2025-02-22T09:46:00,WITHDRAWAL,CASH,Delhi,0.95,XYZ Pvt Ltd
T6960,A1016,A0393,243084.58,2025-04-10T06:38:00,PAYMENT,NEFT,Chennai,0.68,ABC Corp
T6961,A0526,A0477,82096.93,2025-01-27T10:24:00,WITHDRAWAL,UPI,Hyderabad,0.78,LMN Ltd
T6962,A1235,A1420,159483.61,2025-03-13T05:32:00,PAYMENT,UPI,Bangalore,0.73,ABC Corp
T6963,A1428,A1101,96625.21,2025-01-05T18:08:00,TRANSFER,IMPS,Chennai,0.62,LMN Ltd
T6964,A1219,A0908,176494.47,2025-02-01T07:43:00,WITHDRAWAL,CASH,Chennai,0.33,LMN Ltd
T6965,A1106,A0445,217972.82,2025-05-09T05:26:00,WITHDRAWAL,NEFT,Mumbai,0.8,XYZ Pvt Ltd
T6966,A0103,A0561,145648.24,2025-05-01T03:59:00,DEPOSIT,NEFT,Bangalore,0.41,-
T6967,A0922,A1493,279226.99,2025-01-03T21:56:00,WITHDRAWAL,UPI,Hyderabad,0.25,XYZ Pvt Ltd
T6968,A1380,A0420,13961.45,2025-03-11T09:21:00,WITHDRAWAL,IMPS,Bangalore,0.3,-
T6969,A0570,A1493,2211.97,2025-01-05T08:55:00,TRANSFER,NEFT,Hyderabad,0.78,LMN Ltd
T6970,A0277,A0735,101167.47,2025-04-07T00:16:00,WITHDRAWAL,NEFT,Bangalore,0.49,-
T6971,A0857,A0474,149526.61,2025-03-24T10:08:00,TRANSFER,IMPS,Hyderabad,0.95,LMN Ltd
T6972,A0121,A0727,173109.9,2025-01-04T03:55:00,PAYMENT,NEFT,Delhi,0.54,ABC Corp
T6973,A0082,A0439,215728.24,2025-01-08T06:34:00,WITHDRAWAL,IMPS,Hyderabad,0.09,ABC Corp
T6974,A1065,A0036,84366.84,2025-05-09T09:12:00,DEPOSIT,NEFT,Delhi,0.56,-
T6975,A1282,A0153,110349.0,2025-02-05T20:33:00,TRANSFER,RTGS,Bangalore,0.12,ABC Corp
T6976,A0609,A1098,190147.63,2025-04-01T23:31:00,TRANSFER,NEFT,Bangalore,0.94,-
T6977,A1048,A0527,224314.4,2025-01-23T18:26:00,WITHDRAWAL,UPI,Bangalore,0.79,XYZ Pvt Ltd
T6978,A1334,A1466,33550.27,2025-02-20T03:13:00,DEPOSIT,NEFT,Bangalore,0.49,ABC Corp
T6979,A1482,A0698,280769.09,2025-03-11T07:30:00,DEPOSIT,NEFT,Chennai,0.64,ABC Corp
T6980,A1163,A0691,39921.94,2025-04-29T11:47:00,PAYMENT,RTGS,Bangalore,0.14,XYZ Pvt Ltd
T6981,A0488,A0662,67766.64,2025-04-23T11:49:00,WITHDRAWAL,UPI,Mumbai,0.05,-
T6982,A0686,A1287,3852.0,2025-04-07T17:53:00,TRANSFER,IMPS,Delhi,0.12,-
T6983,A0827,A0761,86917.68,2025-01-26T17:26:00,DEPOSIT,RTGS,Hyderabad,0.33,LMN Ltd
T6984,A1083,A0761,233508.21,2025-03-06T16:08:00,TRANSFER,CASH,Chennai,0.69,XYZ Pvt Ltd
T6985,A0791,A0705,167414.54,2025-02-17T18:51:00,PAYMENT,IMPS,Hyderabad,0.62,-
T6986,A1129,A0744,51950.24,2025-03-16T07:31:00,DEPOSIT,UPI,Chennai,0.93,ABC Corp
T6987,A0979,A0523,205038.11,2025-04-06T12:36:00,DEPOSIT,IMPS,Delhi,0.77,ABC Corp
T6988,A1490,A1033,269604.18,2025-01-31T02:59:00,TRANSFER,NEFT,Delhi,0.81,-
T6989,A0288,A0464,171249.99,2025-04-05T04:25:00,WITHDRAWAL,CASH,Mumbai,0.39,-
T6990,A0118,A0249,201912.71,2025-04-27T13:00:00,TRANSFER,NEFT,Bangalore,0.79,-
T6991,A1138,A0965,82734.83,2025-05-18T19:24:00,PAYMENT,UPI,Delhi,0.8,ABC Corp
T6992,A0292,A0660,251105.68,2025-01-28T17:52:00,PAYMENT,CASH,Hyderabad,0.64,LMN Ltd
T6993,A0721,A0647,255243.55,2025-04-11T03:42:00,PAYMENT,UPI,Chennai,0.52,XYZ Pvt Ltd
T6994,A0900,A0844,128209.04,2025-04-07T12:39:00,TRANSFER,RTGS,Delhi,0.32,XYZ Pvt Ltd
T6995,A1341,A0519,149884.89,2025-01-01T07:22:00,DEPOSIT,UPI,Chennai,0.03,ABC Corp
T6996,A0138,A1458,109663.98,2025-04-05T12:38:00,TRANSFER,RTGS,Delhi,0.59,ABC Corp
T6997,A1442,A1497,64860.94,2025-03-26T15:34:00,TRANSFER,CASH,Hyderabad,0.66,XYZ Pvt Ltd
T6998,A1003,A0361,230541.87,2025-01-28T08:15:00,DEPOSIT,RTGS,Mumbai,0.15,LMN Ltd
T6999,A1357,A1136,119574.1,2025-02-16T06:40:00,PAYMENT,NEFT,Mumbai,0.98,XYZ Pvt Ltd
T7000,A0520,A1098,126906.31,2025-05-01T00:49:00,PAYMENT,CASH,Delhi,0.51,LMN Ltd
T7001,A0924,A0198,294935.11,2025-01-07T19:43:00,PAYMENT,NEFT,Delhi,0.75,-
T7002,A0928,A1051,196990.38,2025-02-01T00:04:00,DEPOSIT,IMPS,Bangalore,0.97,LMN Ltd
T7003,A0126,A0908,2773.3,2025-04-23T01:42:00,WITHDRAWAL,CASH,Delhi,0.38,XYZ Pvt Ltd
T7004,A0909,A0370,28928.89,2025-03-16T18:16:00,DEPOSIT,CASH,Hyderabad,0.96,LMN Ltd
T7005,A1212,A0969,64446.94,2025-04-28T03:17:00,PAYMENT,UPI,Delhi,0.98,LMN Ltd
T7006,A0338,A1044,203630.16,2025-01-20T06:18:00,WITHDRAWAL,UPI,Chennai,0.52,LMN Ltd
T7007,A1084,A1390,284647.27,2025-04-06T21:49:00,TRANSFER,NEFT,Delhi,0.42,-
T7008,A1105,A0496,110386.93,2025-03-27T20:22:00,TRANSFER,RTGS,Delhi,0.28,LMN Ltd
T7009,A1013,A1340,26042.4,2025-01-31T22:49:00,WITHDRAWAL,CASH,Mumbai,0.94,-
T7010,A0560,A1408,119062.48,2025-01-31T19:30:00,TRANSFER,UPI,Chennai,0.33,XYZ Pvt Ltd
T7011,A0857,A1035,10219.43,2025-03-21T18:54:00,PAYMENT,NEFT,Chennai,0.62,ABC Corp
T7012,A0271,A0232,22475.36,2025-01-18T12:40:00,TRANSFER,CASH,Chennai,0.02,XYZ Pvt Ltd
T7013,A1474,A1302,120158.94,2025-05-10T06:13:00,WITHDRAWAL,NEFT,Chennai,0.82,-
T7014,A0835,A0162,146864.74,2025-03-24T15:43:00,DEPOSIT,IMPS,Chennai,0.06,LMN Ltd
T7015,A0165,A0493,246023.67,2025-04-14T04:33:00,TRANSFER,UPI,Delhi,0.4,ABC Corp
T7016,A0452,A1339,183653.9,2025-05-11T18:40:00,TRANSFER,UPI,Hyderabad,0.94,LMN Ltd
T7017,A1187,A0653,270206.43,2025-03-04T09:27:00,TRANSFER,NEFT,Mumbai,0.09,-
T7018,A0937,A0657,111265.56,2025-01-19T00:03:00,WITHDRAWAL,UPI,Bangalore,0.98,LMN Ltd
T7019,A0942,A1240,50470.02,2025-05-04T06:06:00,WITHDRAWAL,CASH,Mumbai,0.25,ABC Corp
T7020,A0166,A1117,294955.06,2025-04-10T01:57:00,PAYMENT,RTGS,Chennai,0.69,LMN Ltd
T7021,A0472,A1130,96289.79,2025-03-26T03:54:00,WITHDRAWAL,RTGS,Bangalore,0.01,LMN Ltd
T7022,A0522,A0409,155270.04,2025-01-30T07:30:00,WITHDRAWAL,IMPS,Chennai,0.6,LMN Ltd
T7023,A1061,A1286,286005.39,2025-01-02T15:48:00,TRANSFER,CASH,Chennai,0.75,XYZ Pvt Ltd
T7024,A0641,A0350,40841.83,2025-01-01T05:45:00,WITHDRAWAL,RTGS,Bangalore,0.83,XYZ Pvt Ltd
T7025,A0168,A0954,114229.68,2025-04-04T21:39:00,WITHDRAWAL,CASH,Hyderabad,0.86,XYZ Pvt Ltd
T7026,A0955,A0649,187894.23,2025-02-25T22:07:00,WITHDRAWAL,UPI,Mumbai,0.13,LMN Ltd
T7027,A1106,A0089,119299.65,2025-02-27T21:26:00,TRANSFER,UPI,Hyderabad,0.98,ABC Corp
T7028,A1247,A1316,83677.01,2025-01-18T20:21:00,PAYMENT,NEFT,Hyderabad,0.97,XYZ Pvt Ltd
T7029,A1274,A1406,158091.72,2025-04-21T13:16:00,WITHDRAWAL,UPI,Chennai,0.8,XYZ Pvt Ltd
T7030,A0682,A0403,29634.35,2025-05-01T16:34:00,TRANSFER,NEFT,Hyderabad,0.96,LMN Ltd
T7031,A0916,A0434,270745.41,2025-01-01T10:36:00,TRANSFER,IMPS,Mumbai,0.1,ABC Corp
T7032,A1418,A1131,243205.97,2025-05-13T21:31:00,WITHDRAWAL,IMPS,Mumbai,0.54,LMN Ltd
T7033,A1000,A0050,135517.25,2025-03-10T07:00:00,DEPOSIT,UPI,Chennai,0.53,XYZ Pvt Ltd
T7034,A0590,A0546,76750.44,2025-05-18T06:41:00,PAYMENT,NEFT,Mumbai,0.64,XYZ Pvt Ltd
T7035,A0297,A0688,151794.57,2025-02-28T16:12:00,TRANSFER,NEFT,Bangalore,0.39,LMN Ltd
T7036,A0731,A1494,127015.13,2025-05-07T14:29:00,DEPOSIT,CASH,Hyderabad,0.72,LMN Ltd
T7037,A0536,A1132,187938.61,2025-04-14T01:07:00,WITHDRAWAL,CASH,Chennai,0.93,LMN Ltd
T7038,A1451,A1471,28106.37,2025-02-04T19:44:00,DEPOSIT,CASH,Hyderabad,0.13,LMN Ltd
T7039,A0417,A1161,104355.7,2025-02-08T12:58:00,DEPOSIT,NEFT,Hyderabad,0.39,-
T7040,A1454,A0720,51305.88,2025-01-21T15:55:00,PAYMENT,CASH,Mumbai,0.93,ABC Corp
T7041,A0665,A1473,67159.94,2025-03-25T00:09:00,WITHDRAWAL,NEFT,Bangalore,0.86,LMN Ltd
T7042,A0820,A1390,91403.66,2025-04-20T05:27:00,PAYMENT,NEFT,Delhi,0.14,XYZ Pvt Ltd
T7043,A0945,A0104,290524.38,2025-02-16T12:50:00,PAYMENT,UPI,Hyderabad,0.38,ABC Corp
T7044,A0334,A0154,266123.18,2025-04-29T23:05:00,WITHDRAWAL,CASH,Mumbai,0.75,-
T7045,A0980,A0116,100031.58,2025-02-04T06:39:00,PAYMENT,RTGS,Hyderabad,0.25,LMN Ltd
T7046,A0130,A0665,229947.52,2025-01-13T17:28:00,TRANSFER,NEFT,Delhi,0.72,LMN Ltd
T7047,A0877,A1032,289498.43,2025-05-07T23:28:00,DEPOSIT,UPI,Mumbai,0.33,LMN Ltd
T7048,A0863,A0178,210691.79,2025-02-19T21:32:00,PAYMENT,CASH,Chennai,0.96,XYZ Pvt Ltd
T7049,A1380,A0249,197444.98,2025-04-10T14:48:00,WITHDRAWAL,NEFT,Delhi,0.43,ABC Corp
T7050,A1085,A1474,238875.79,2025-05-09T08:27:00,TRANSFER,CASH,Mumbai,0.66,LMN Ltd
T7051,A0948,A0458,216143.49,2025-03-18T15:21:00,WITHDRAWAL,IMPS,Chennai,0.36,ABC Corp
T7052,A0461,A0820,139784.67,2025-01-22T10:58:00,WITHDRAWAL,UPI,Hyderabad,0.01,-
T7053,A0190,A1246,98927.6,2025-02-07T13:06:00,PAYMENT,NEFT,Chennai,0.04,-
T7054,A1468,A1200,120384.01,2025-04-15T08:41:00,WITHDRAWAL,UPI,Mumbai,0.83,XYZ Pvt Ltd
T7055,A1224,A1104,34004.05,2025-03-04T15:19:00,TRANSFER,UPI,Bangalore,0.03,LMN Ltd
T7056,A0541,A0458,205376.07,2025-03-10T11:02:00,PAYMENT,IMPS,Mumbai,0.85,LMN Ltd
T7057,A0777,A0387,219268.6,2025-05-08T07:37:00,PAYMENT,UPI,Hyderabad,0.89,-
T7058,A0485,A0077,184508.82,2025-03-11T11:05:00,WITHDRAWAL,RTGS,Delhi,0.58,-
T7059,A1056,A0293,3287.35,2025-03-28T08:17:00,WITHDRAWAL,CASH,Hyderabad,0.23,ABC Corp
T7060,A0567,A0328,141116.22,2025-02-25T09:30:00,TRANSFER,RTGS,Delhi,0.33,LMN Ltd
T7061,A0581,A1413,6350.48,2025-02-06T05:27:00,WITHDRAWAL,UPI,Hyderabad,0.65,LMN Ltd
T7062,A0242,A0503,71576.48,2025-05-05T15:38:00,PAYMENT,NEFT,Bangalore,0.97,-
T7063,A0086,A1194,284898.89,2025-01-09T03:21:00,WITHDRAWAL,CASH,Mumbai,0.35,XYZ Pvt Ltd
T7064,A1004,A1133,45356.81,2025-03-28T05:18:00,TRANSFER,CASH,Bangalore,0.77,-
T7065,A0162,A0381,24192.39,2025-01-24T06:33:00,DEPOSIT,CASH,Hyderabad,0.77,ABC Corp
T7066,A1306,A0304,90556.59,2025-04-20T11:29:00,WITHDRAWAL,NEFT,Hyderabad,0.41,LMN Ltd
T7067,A1009,A0199,187608.7,2025-03-27T20:52:00,WITHDRAWAL,NEFT,Bangalore,0.12,LMN Ltd
T7068,A0726,A1478,208300.93,2025-03-02T05:21:00,WITHDRAWAL,RTGS,Chennai,0.62,XYZ Pvt Ltd
T7069,A0556,A0240,4789.37,2025-04-14T06:54:00,DEPOSIT,NEFT,Hyderabad,0.44,ABC Corp
T7070,A1438,A0358,51339.17,2025-01-25T02:32:00,TRANSFER,CASH,Chennai,0.3,ABC Corp
T7071,A0669,A1251,81764.47,2025-04-03T22:19:00,TRANSFER,IMPS,Delhi,0.94,-
T7072,A0939,A0560,277995.45,2025-01-28T01:21:00,DEPOSIT,IMPS,Mumbai,0.88,-
T7073,A1172,A0658,244986.4,2025-03-28T15:24:00,TRANSFER,NEFT,Mumbai,0.36,-
T7074,A1182,A0908,108300.83,2025-01-08T11:46:00,TRANSFER,IMPS,Mumbai,0.91,XYZ Pvt Ltd
T7075,A1380,A0027,191269.14,2025-04-08T16:07:00,WITHDRAWAL,UPI,Mumbai,0.91,XYZ Pvt Ltd
T7076,A1381,A0952,283686.16,2025-01-21T08:56:00,TRANSFER,IMPS,Bangalore,0.84,LMN Ltd
T7077,A1482,A0244,284454.85,2025-04-07T00:21:00,WITHDRAWAL,NEFT,Bangalore,0.93,-
T7078,A0811,A1498,285720.21,2025-04-23T06:41:00,PAYMENT,NEFT,Mumbai,0.08,ABC Corp
T7079,A0709,A1220,213820.31,2025-02-04T16:03:00,PAYMENT,NEFT,Hyderabad,0.49,-
T7080,A1334,A0567,240784.33,2025-03-27T09:20:00,DEPOSIT,RTGS,Delhi,0.35,-
T7081,A0318,A0393,23299.37,2025-04-20T21:33:00,WITHDRAWAL,CASH,Mumbai,0.57,-
T7082,A1461,A0556,273155.46,2025-02-02T07:01:00,WITHDRAWAL,IMPS,Mumbai,0.85,-
T7083,A0796,A1473,152834.05,2025-04-04T18:24:00,PAYMENT,NEFT,Delhi,0.32,-
T7084,A0781,A1230,175125.59,2025-01-30T15:02:00,WITHDRAWAL,IMPS,Mumbai,0.28,LMN Ltd
T7085,A1083,A0360,296362.33,2025-04-19T00:52:00,DEPOSIT,IMPS,Mumbai,0.92,ABC Corp
T7086,A0562,A1145,20974.84,2025-01-14T21:35:00,TRANSFER,NEFT,Delhi,0.93,-
T7087,A1313,A1081,27629.69,2025-01-07T19:18:00,PAYMENT,RTGS,Hyderabad,0.26,LMN Ltd
T7088,A0474,A1454,70817.61,2025-04-26T06:16:00,DEPOSIT,RTGS,Bangalore,0.45,-
T7089,A0734,A0521,160344.66,2025-01-24T12:01:00,DEPOSIT,RTGS,Hyderabad,0.57,ABC Corp
T7090,A1078,A0803,242808.62,2025-04-23T02:28:00,TRANSFER,NEFT,Bangalore,0.76,XYZ Pvt Ltd
T7091,A0280,A1233,256401.34,2025-03-07T07:15:00,WITHDRAWAL,UPI,Hyderabad,0.24,XYZ Pvt Ltd
T7092,A0800,A1062,89783.53,2025-01-18T02:12:00,DEPOSIT,IMPS,Bangalore,0.55,-
T7093,A0328,A1108,274596.05,2025-04-20T10:37:00,DEPOSIT,RTGS,Hyderabad,0.99,-
T7094,A0554,A0226,76571.57,2025-05-05T00:42:00,TRANSFER,UPI,Delhi,0.86,LMN Ltd
T7095,A0934,A1164,237928.87,2025-04-21T11:11:00,WITHDRAWAL,RTGS,Bangalore,0.22,ABC Corp
T7096,A0434,A0075,77444.89,2025-02-19T05:33:00,DEPOSIT,CASH,Hyderabad,0.55,-
T7097,A0721,A0867,247817.88,2025-01-12T07:21:00,TRANSFER,UPI,Delhi,0.32,LMN Ltd
T7098,A1339,A1030,161027.85,2025-03-19T14:12:00,TRANSFER,NEFT,Delhi,0.92,-
T7099,A0165,A0455,45106.79,2025-03-21T11:59:00,TRANSFER,RTGS,Delhi,0.13,XYZ Pvt Ltd
T7100,A0770,A0952,180994.85,2025-03-22T14:36:00,PAYMENT,IMPS,Bangalore,0.6,LMN Ltd
T7101,A0586,A0665,164236.07,2025-05-08T17:40:00,DEPOSIT,RTGS,Delhi,0.72,LMN Ltd
T7102,A1210,A0730,66046.09,2025-04-09T05:53:00,WITHDRAWAL,NEFT,Chennai,0.8,LMN Ltd
T7103,A1264,A0560,137905.16,2025-03-13T13:17:00,TRANSFER,IMPS,Mumbai,0.61,-
T7104,A1343,A0363,98429.23,2025-02-11T09:26:00,WITHDRAWAL,NEFT,Hyderabad,0.52,-
T7105,A0592,A0461,281768.0,2025-01-28T12:16:00,WITHDRAWAL,NEFT,Bangalore,0.25,-
T7106,A0924,A0965,148366.43,2025-04-24T02:46:00,PAYMENT,CASH,Bangalore,0.71,-
T7107,A0671,A0327,250690.31,2025-03-22T21:57:00,WITHDRAWAL,UPI,Hyderabad,0.8,-
T7108,A0496,A1147,274175.48,2025-05-11T05:06:00,TRANSFER,IMPS,Delhi,0.46,XYZ Pvt Ltd
T7109,A0690,A0831,98013.34,2025-03-16T06:07:00,WITHDRAWAL,RTGS,Hyderabad,0.63,LMN Ltd
T7110,A1288,A0803,282830.87,2025-03-22T18:18:00,WITHDRAWAL,RTGS,Mumbai,0.64,LMN Ltd
T7111,A0651,A0220,7231.13,2025-03-25T08:24:00,WITHDRAWAL,UPI,Chennai,0.23,XYZ Pvt Ltd
T7112,A1287,A0680,27577.03,2025-05-06T14:02:00,TRANSFER,UPI,Hyderabad,0.71,LMN Ltd
T7113,A0024,A1081,100439.59,2025-04-04T21:54:00,DEPOSIT,CASH,Hyderabad,0.2,ABC Corp
T7114,A0847,A1239,242359.46,2025-03-29T01:04:00,DEPOSIT,UPI,Mumbai,0.26,LMN Ltd
T7115,A0094,A0166,24534.03,2025-04-06T06:22:00,TRANSFER,CASH,Hyderabad,0.08,ABC Corp
T7116,A1210,A0137,66110.25,2025-03-25T16:45:00,TRANSFER,NEFT,Mumbai,0.86,ABC Corp
T7117,A1006,A0945,206401.77,2025-01-10T00:09:00,PAYMENT,CASH,Mumbai,0.94,XYZ Pvt Ltd
T7118,A0964,A0925,33032.74,2025-02-04T16:12:00,DEPOSIT,RTGS,Bangalore,0.48,XYZ Pvt Ltd
T7119,A0076,A0891,263214.15,2025-03-19T05:11:00,PAYMENT,CASH,Bangalore,0.0,ABC Corp
T7120,A1155,A0390,274344.81,2025-04-24T08:02:00,PAYMENT,NEFT,Hyderabad,0.95,-
T7121,A1334,A1377,293189.47,2025-02-22T18:48:00,DEPOSIT,IMPS,Delhi,0.23,LMN Ltd
T7122,A0328,A0738,140769.23,2025-03-06T23:27:00,DEPOSIT,CASH,Bangalore,0.63,-
T7123,A0798,A0490,57701.92,2025-02-23T19:20:00,WITHDRAWAL,RTGS,Delhi,0.43,-
T7124,A0134,A1202,210701.32,2025-05-01T22:08:00,PAYMENT,IMPS,Hyderabad,0.34,XYZ Pvt Ltd
T7125,A0232,A0095,175107.88,2025-01-20T02:15:00,DEPOSIT,RTGS,Mumbai,0.55,-
T7126,A0287,A0229,217696.12,2025-04-07T01:24:00,TRANSFER,NEFT,Chennai,0.82,-
T7127,A1116,A1154,38036.89,2025-01-31T09:50:00,WITHDRAWAL,CASH,Delhi,0.1,-
T7128,A0146,A0820,160143.4,2025-02-28T17:33:00,WITHDRAWAL,NEFT,Hyderabad,0.28,ABC Corp
T7129,A1102,A1018,59173.7,2025-03-08T01:06:00,PAYMENT,RTGS,Mumbai,0.15,XYZ Pvt Ltd
T7130,A0203,A1390,45405.33,2025-04-07T04:18:00,TRANSFER,CASH,Mumbai,0.66,LMN Ltd
T7131,A0829,A0334,269731.28,2025-01-04T23:11:00,DEPOSIT,CASH,Hyderabad,0.66,-
T7132,A0297,A0528,194671.12,2025-02-05T01:11:00,TRANSFER,IMPS,Delhi,0.27,LMN Ltd
T7133,A0929,A0920,81268.16,2025-02-19T01:57:00,TRANSFER,RTGS,Bangalore,0.05,XYZ Pvt Ltd
T7134,A0601,A0516,192290.52,2025-03-02T12:30:00,WITHDRAWAL,RTGS,Chennai,0.57,LMN Ltd
T7135,A1390,A0624,72670.34,2025-02-09T11:19:00,DEPOSIT,RTGS,Hyderabad,0.5,XYZ Pvt Ltd
T7136,A1056,A0506,186678.56,2025-02-13T07:18:00,TRANSFER,UPI,Chennai,0.33,XYZ Pvt Ltd
T7137,A0820,A0241,185993.18,2025-04-02T16:44:00,PAYMENT,RTGS,Mumbai,0.13,ABC Corp
T7138,A0193,A0189,257766.69,2025-02-03T14:57:00,DEPOSIT,RTGS,Bangalore,0.45,XYZ Pvt Ltd
T7139,A0974,A1257,122162.48,2025-01-04T08:54:00,TRANSFER,IMPS,Bangalore,0.19,-
T7140,A0829,A1175,280746.95,2025-04-26T04:30:00,DEPOSIT,RTGS,Mumbai,0.14,ABC Corp
T7141,A1351,A0882,162719.53,2025-01-01T15:36:00,WITHDRAWAL,IMPS,Delhi,0.58,ABC Corp
T7142,A0924,A0953,96576.72,2025-01-05T20:34:00,TRANSFER,RTGS,Mumbai,0.08,-
T7143,A0507,A0252,180758.99,2025-04-08T13:58:00,TRANSFER,IMPS,Chennai,0.98,ABC Corp
T7144,A0978,A0523,75079.39,2025-03-29T21:20:00,PAYMENT,NEFT,Chennai,0.13,ABC Corp
T7145,A1390,A0074,28268.73,2025-04-16T19:10:00,WITHDRAWAL,UPI,Mumbai,0.71,ABC Corp
T7146,A0583,A1289,15299.86,2025-01-01T20:08:00,WITHDRAWAL,CASH,Hyderabad,0.32,LMN Ltd
T7147,A1239,A0234,243884.35,2025-04-14T23:28:00,PAYMENT,NEFT,Chennai,0.98,XYZ Pvt Ltd
T7148,A1146,A0308,30999.43,2025-04-05T01:27:00,WITHDRAWAL,CASH,Delhi,0.24,XYZ Pvt Ltd
T7149,A0225,A1173,237581.1,2025-01-23T00:59:00,PAYMENT,CASH,Bangalore,0.35,ABC Corp
T7150,A0003,A1497,98039.2,2025-01-14T04:59:00,PAYMENT,CASH,Delhi,0.73,ABC Corp
