txn_id,from_account,to_account,amount,timestamp,txn_type,channel,location,kyc_risk,company,transaction_count,total_amount,avg_amount,std_amount,txn_type_encoded,channel_encoded,location_encoded,company_encoded,fraud_probability,predicted_fraud
T7655,A0790,A1238,44442.92,2025-01-11T03:34:00,DEPOSIT,NEFT,Mumbai,0.85,-,1,44442.92,44442.92,0.0,0,2,4,0,0.87,1
T7656,A0969,A1402,157559.09,2025-03-16T14:55:00,PAYMENT,NEFT,Chennai,0.11,ABC Corp,9,770120.69,85568.96555555555,60198.740529621566,1,2,1,1,1.0,1
T7657,A0173,A1401,124018.26,2025-01-27T16:54:00,DEPOSIT,UPI,Bangalore,0.42,ABC Corp,8,1237327.16,154665.895,83797.31912520608,0,4,0,1,1.0,1
T7658,A0868,A1146,244805.3,2025-01-15T22:06:00,WITHDRAWAL,RTGS,Hyderabad,0.4,XYZ Pvt Ltd,10,2025811.28,202581.128,86383.65484897215,3,3,3,3,1.0,1
T7659,A0476,A0086,172494.34,2025-05-08T10:23:00,TRANSFER,NEFT,Mumbai,0.54,XYZ Pvt Ltd,5,942153.3400000001,188430.668,77576.2799734205,2,2,4,3,1.0,1
T7660,A0010,A0939,36546.12,2025-04-19T20:23:00,PAYMENT,CASH,Bangalore,0.59,-,5,671669.27,134333.854,113732.90494900533,1,0,0,0,1.0,1
T7661,A0021,A0507,282259.34,2025-03-12T07:45:00,DEPOSIT,RTGS,Mumbai,0.99,LMN Ltd,5,660560.15,132112.03,108624.53031904328,0,3,4,2,1.0,1
T7662,A1263,A1013,146946.28,2025-03-20T04:48:00,TRANSFER,UPI,Chennai,0.88,LMN Ltd,6,771125.29,128520.88166666667,74527.50396511973,2,4,1,2,1.0,1
T7663,A0830,A1170,82123.46,2025-01-23T16:21:00,DEPOSIT,UPI,Chennai,0.33,-,6,1053589.8399999999,175598.30666666664,77215.95521144362,0,4,1,0,1.0,1
T7664,A0185,A0755,19841.7,2025-03-19T12:16:00,WITHDRAWAL,IMPS,Hyderabad,0.34,LMN Ltd,5,677123.58,135424.716,68742.85855066786,3,1,3,2,0.99,1
T7665,A0362,A1161,254339.13,2025-05-01T20:13:00,DEPOSIT,UPI,Hyderabad,0.88,XYZ Pvt Ltd,7,1014271.59,144895.94142857142,103324.98218186384,0,4,3,3,1.0,1
T7666,A0204,A0049,220654.06,2025-04-24T00:00:00,WITHDRAWAL,NEFT,Chennai,0.55,XYZ Pvt Ltd,4,684925.78,171231.445,57055.09291320246,3,2,1,3,1.0,1
T7667,A0887,A1311,237002.99,2025-04-10T13:16:00,TRANSFER,CASH,Mumbai,0.28,XYZ Pvt Ltd,5,781170.0800000001,156234.016,95833.09204175054,2,0,4,3,1.0,1
T7668,A0374,A0659,297943.9,2025-02-25T19:50:00,DEPOSIT,UPI,Hyderabad,0.74,ABC Corp,5,1114659.84,222931.96800000002,96187.17963173639,0,4,3,1,1.0,1
T7669,A1267,A0644,161540.37,2025-05-04T21:41:00,PAYMENT,UPI,Mumbai,0.9,ABC Corp,7,744187.26,106312.46571428572,68267.75526268872,1,4,4,1,1.0,1
T7670,A1222,A0818,240739.34,2025-05-17T19:28:00,WITHDRAWAL,IMPS,Delhi,0.35,ABC Corp,7,1041412.5399999999,148773.22,88865.41974037427,3,1,2,1,1.0,1
T7671,A0215,A0232,147363.95,2025-01-26T19:30:00,WITHDRAWAL,CASH,Delhi,0.52,-,13,1557701.5,119823.19230769231,70067.4881660212,3,0,2,0,1.0,1
T7672,A0498,A0984,223944.63,2025-05-10T13:44:00,DEPOSIT,IMPS,Hyderabad,0.11,ABC Corp,6,847432.9,141238.81666666668,74160.09073141798,0,1,3,1,1.0,1
T7673,A1317,A0082,72984.94,2025-05-15T00:52:00,DEPOSIT,RTGS,Chennai,0.59,-,7,861343.66,123049.0942857143,92467.31841896877,0,3,1,0,1.0,1
T7674,A0738,A0330,150539.96,2025-04-02T21:55:00,DEPOSIT,RTGS,Delhi,0.36,XYZ Pvt Ltd,11,2001393.9000000001,181944.90000000002,68018.2184844055,0,3,2,3,1.0,1
T7675,A0972,A1155,259250.76,2025-04-30T05:30:00,PAYMENT,RTGS,Delhi,0.42,LMN Ltd,7,1186694.9,169527.84285714285,91076.9340922537,1,3,2,2,1.0,1
T7676,A0278,A0987,129599.46,2025-02-27T02:03:00,WITHDRAWAL,RTGS,Delhi,0.25,XYZ Pvt Ltd,6,1006224.66,167704.11000000002,90596.94183162035,3,3,2,3,1.0,1
T7677,A1318,A0175,200044.34,2025-03-30T19:44:00,DEPOSIT,NEFT,Delhi,0.06,LMN Ltd,5,529532.37,105906.474,90301.92420213636,0,2,2,2,1.0,1
T7678,A1318,A1343,60232.37,2025-01-31T15:40:00,TRANSFER,RTGS,Chennai,0.34,XYZ Pvt Ltd,5,529532.37,105906.474,90301.92420213636,2,3,1,3,1.0,1
T7679,A1129,A1176,226509.44,2025-03-06T07:26:00,DEPOSIT,RTGS,Mumbai,0.72,-,7,977968.15,139709.73571428572,76560.11551373097,0,3,4,0,1.0,1
T7680,A0292,A1390,139072.58,2025-01-21T08:16:00,TRANSFER,NEFT,Hyderabad,0.37,LMN Ltd,12,1803019.82,150251.65166666667,86519.49019325254,2,2,3,2,1.0,1
T7681,A1425,A0007,19820.38,2025-03-24T11:56:00,PAYMENT,CASH,Mumbai,0.73,LMN Ltd,7,1010227.72,144318.2457142857,98931.84159985244,1,0,4,2,1.0,1
T7682,A0768,A1013,150865.85,2025-01-04T06:58:00,WITHDRAWAL,NEFT,Hyderabad,0.5,-,9,1289615.47,143290.60777777777,94293.73062164297,3,2,3,0,1.0,1
T7683,A0684,A1419,63914.47,2025-04-29T13:08:00,PAYMENT,RTGS,Chennai,0.06,ABC Corp,5,849755.22,169951.044,106233.39013775226,1,3,1,1,1.0,1
T7684,A1472,A0702,146154.1,2025-05-10T20:17:00,PAYMENT,RTGS,Delhi,0.44,ABC Corp,5,965810.21,193162.042,61359.51536744256,1,3,2,1,1.0,1
T7685,A0626,A1004,267167.73,2025-05-09T20:53:00,TRANSFER,IMPS,Hyderabad,0.35,XYZ Pvt Ltd,11,1996943.03,181540.27545454545,73372.22634183748,2,1,3,3,1.0,1
T7686,A1367,A0740,62076.66,2025-05-02T20:31:00,DEPOSIT,UPI,Bangalore,0.47,-,6,914780.7099999998,152463.45166666663,113723.36947530237,0,4,0,0,1.0,1
T7687,A1308,A0480,131861.73,2025-02-03T09:54:00,WITHDRAWAL,RTGS,Mumbai,0.8,XYZ Pvt Ltd,6,883410.3,147235.05000000002,83261.16493827192,3,3,4,3,1.0,1
T7688,A0884,A0188,172119.57,2025-01-25T07:17:00,DEPOSIT,NEFT,Hyderabad,0.52,-,7,1120387.98,160055.42571428572,40359.38064999959,0,2,3,0,1.0,1
T7689,A0400,A1343,193401.52,2025-05-15T16:19:00,PAYMENT,CASH,Chennai,0.97,XYZ Pvt Ltd,12,2227482.07,185623.50583333333,80983.69599229505,1,0,1,3,1.0,1
T7690,A0764,A1392,43706.98,2025-05-02T14:05:00,PAYMENT,NEFT,Hyderabad,0.43,LMN Ltd,6,848571.62,141428.60333333333,75308.56131138813,1,2,3,2,1.0,1
T7691,A1240,A0011,86864.43,2025-04-26T07:28:00,TRANSFER,NEFT,Bangalore,0.64,ABC Corp,12,1528275.36,127356.28000000001,105022.23318377903,2,2,0,1,1.0,1
T7692,A1035,A0493,35928.2,2025-05-12T22:22:00,PAYMENT,CASH,Chennai,0.57,LMN Ltd,9,1552341.12,172482.34666666668,95983.85858870049,1,0,1,2,1.0,1
T7693,A0191,A0449,17340.57,2025-04-27T18:56:00,PAYMENT,RTGS,Delhi,0.5,ABC Corp,6,509758.36,84959.72666666667,77551.83820169492,1,3,2,1,1.0,1
T7694,A1019,A0553,23545.76,2025-02-28T14:25:00,PAYMENT,CASH,Chennai,0.21,ABC Corp,6,868640.24,144773.37333333332,104857.16776646025,1,0,1,1,1.0,1
T7695,A1203,A0643,188184.73,2025-05-01T06:29:00,PAYMENT,UPI,Chennai,0.59,-,6,1231872.84,205312.14,69156.13143588151,1,4,1,0,1.0,1
T7696,A0506,A0461,235241.79,2025-01-10T23:32:00,WITHDRAWAL,NEFT,Bangalore,0.42,XYZ Pvt Ltd,7,1338626.1,191232.30000000002,86933.9110521738,3,2,0,3,1.0,1
T7697,A0082,A0488,98223.45,2025-02-19T08:26:00,WITHDRAWAL,CASH,Bangalore,0.19,ABC Corp,10,1468306.19,146830.619,88884.8206627184,3,0,0,1,1.0,1
T7698,A1354,A0340,220814.5,2025-03-06T23:28:00,TRANSFER,IMPS,Hyderabad,0.35,LMN Ltd,9,1354168.99,150463.2211111111,105186.13201581275,2,1,3,2,1.0,1
T7699,A0901,A0519,209630.47,2025-05-14T10:06:00,WITHDRAWAL,IMPS,Hyderabad,0.5,XYZ Pvt Ltd,6,959805.0499999999,159967.50833333333,112645.05862943415,3,1,3,3,1.0,1
T7700,A0103,A1017,274718.65,2025-02-11T20:08:00,TRANSFER,IMPS,Delhi,0.8,-,8,1351588.1700000002,168948.52125000002,82415.41927852188,2,1,2,0,1.0,1
T7701,A0060,A0525,168653.74,2025-03-13T12:09:00,TRANSFER,CASH,Mumbai,0.98,-,6,673805.7,112300.95,100154.50869896612,2,0,4,0,1.0,1
T7702,A0213,A1158,81111.58,2025-04-26T12:40:00,WITHDRAWAL,RTGS,Delhi,0.05,ABC Corp,5,544617.01,108923.402,103942.63484671472,3,3,2,1,1.0,1
T7703,A0063,A0848,154569.43,2025-01-29T10:58:00,DEPOSIT,NEFT,Hyderabad,0.2,LMN Ltd,9,1524108.8599999999,169345.42888888888,89791.22537660116,0,2,3,2,1.0,1
T7704,A0502,A1294,171475.25,2025-04-24T11:31:00,DEPOSIT,RTGS,Mumbai,0.23,ABC Corp,7,1414786.25,202112.32142857142,98201.37649663565,0,3,4,1,1.0,1
T7705,A0553,A0198,165256.22,2025-01-17T14:03:00,DEPOSIT,NEFT,Mumbai,0.24,-,12,1696709.95,141392.49583333332,90039.11671835609,0,2,4,0,1.0,1
T7707,A1161,A1375,225586.94,2025-04-15T02:31:00,TRANSFER,NEFT,Chennai,0.02,XYZ Pvt Ltd,11,2078073.92,188915.8109090909,68632.87427687267,2,2,1,3,1.0,1
T7708,A0379,A0609,146571.03,2025-01-12T11:29:00,DEPOSIT,RTGS,Chennai,0.94,-,9,1470862.5,163429.16666666666,67089.37219924704,0,3,1,0,1.0,1
T7709,A1042,A0714,111032.51,2025-04-01T12:15:00,PAYMENT,UPI,Chennai,0.73,-,4,775720.71,193930.1775,67297.46277591222,1,4,1,0,1.0,1
T7710,A1013,A0909,70919.0,2025-03-28T10:00:00,DEPOSIT,NEFT,Bangalore,0.1,LMN Ltd,8,1073678.66,134209.8325,104944.23570120055,0,2,0,2,1.0,1
T7711,A1172,A1008,196576.06,2025-04-04T12:56:00,PAYMENT,IMPS,Chennai,0.1,-,10,1371185.47,137118.547,95582.83938779446,1,1,1,0,1.0,1
T7713,A1097,A1255,54431.4,2025-05-11T19:44:00,DEPOSIT,UPI,Mumbai,0.23,LMN Ltd,14,1888081.52,134862.9657142857,87070.99208317205,0,4,4,2,1.0,1
T7714,A0433,A0774,185836.83,2025-04-20T20:39:00,TRANSFER,RTGS,Mumbai,0.33,-,5,824621.9099999999,164924.38199999998,76758.52845713706,2,3,4,0,1.0,1
T7715,A0196,A1029,31816.07,2025-04-15T14:03:00,DEPOSIT,CASH,Hyderabad,0.57,LMN Ltd,7,1177579.7,168225.67142857143,97278.05850813865,0,0,3,2,1.0,1
T7716,A0498,A0479,222359.1,2025-04-06T17:56:00,DEPOSIT,CASH,Delhi,0.93,ABC Corp,6,847432.9,141238.81666666668,74160.09073141798,0,0,2,1,1.0,1
T7717,A1492,A1459,135327.63,2025-01-02T14:38:00,PAYMENT,CASH,Chennai,0.06,XYZ Pvt Ltd,7,1079084.09,154154.87000000002,65416.993027123564,1,0,1,3,1.0,1
T7718,A0989,A0711,214983.49,2025-03-16T03:13:00,PAYMENT,CASH,Bangalore,0.59,LMN Ltd,12,1505091.92,125424.32666666666,98914.02424306957,1,0,0,2,1.0,1
T7719,A0046,A1177,57068.95,2025-01-25T01:03:00,TRANSFER,UPI,Delhi,0.88,LMN Ltd,5,669017.09,133803.418,86603.28060667055,2,4,2,2,1.0,1
T7720,A0717,A0450,180076.05,2025-02-25T16:15:00,WITHDRAWAL,UPI,Mumbai,0.54,XYZ Pvt Ltd,8,1581796.3699999999,197724.54624999998,95761.30769750827,3,4,4,3,1.0,1
T7721,A1228,A0515,15180.57,2025-03-23T10:15:00,DEPOSIT,RTGS,Delhi,0.85,ABC Corp,6,740399.1000000001,123399.85000000002,102039.02470548001,0,3,2,1,1.0,1
T7722,A0615,A0403,42945.88,2025-02-20T05:22:00,DEPOSIT,CASH,Mumbai,0.27,XYZ Pvt Ltd,4,513262.16000000003,128315.54000000001,129005.34101057988,0,0,4,3,1.0,1
T7723,A0302,A1308,11334.94,2025-05-16T03:34:00,TRANSFER,UPI,Bangalore,0.65,LMN Ltd,7,925197.32,132171.04571428572,103798.15532204074,2,4,0,2,1.0,1
T7724,A0182,A1449,83377.68,2025-03-14T10:49:00,TRANSFER,NEFT,Chennai,0.74,XYZ Pvt Ltd,5,668876.76,133775.352,85405.48532095797,2,2,1,3,1.0,1
T7725,A0917,A0791,68810.65,2025-01-26T02:33:00,WITHDRAWAL,UPI,Mumbai,0.57,LMN Ltd,7,853090.74,121870.10571428572,66574.60553460626,3,4,4,2,1.0,1
T7726,A0858,A1019,67490.85,2025-05-13T11:17:00,DEPOSIT,IMPS,Delhi,0.3,LMN Ltd,5,680280.68,136056.136,119411.65352745679,0,1,2,2,1.0,1
T7727,A1129,A1332,152125.26,2025-01-30T17:23:00,DEPOSIT,IMPS,Hyderabad,0.87,LMN Ltd,7,977968.15,139709.73571428572,76560.11551373097,0,1,3,2,1.0,1
T7728,A0143,A0113,68374.73,2025-04-24T06:20:00,TRANSFER,UPI,Mumbai,0.52,LMN Ltd,6,654201.3200000001,109033.55333333334,87619.2894659019,2,4,4,2,1.0,1
T7729,A1463,A0738,162721.26,2025-01-22T18:13:00,DEPOSIT,IMPS,Mumbai,0.37,XYZ Pvt Ltd,8,1263897.62,157987.2025,55538.09163250178,0,1,4,3,1.0,1
T7730,A0438,A1343,71742.99,2025-01-04T10:01:00,TRANSFER,IMPS,Hyderabad,0.94,XYZ Pvt Ltd,4,437159.52,109289.88,126660.5240044461,2,1,3,3,0.98,1
T7731,A1305,A1155,213561.22,2025-05-16T05:22:00,PAYMENT,CASH,Mumbai,0.88,LMN Ltd,7,1018393.3,145484.75714285715,120950.03564099746,1,0,4,2,1.0,1
T7733,A1120,A0528,21433.02,2025-04-11T08:37:00,PAYMENT,RTGS,Delhi,0.45,-,8,1203198.73,150399.84125,114815.6377431247,1,3,2,0,1.0,1
T7734,A1408,A0996,200808.91,2025-03-26T02:38:00,WITHDRAWAL,RTGS,Delhi,0.12,LMN Ltd,7,1234439.83,176348.54714285716,100718.16098797934,3,3,2,2,1.0,1
T7735,A0131,A1124,82723.4,2025-04-04T15:54:00,DEPOSIT,IMPS,Delhi,0.55,LMN Ltd,6,934087.35,155681.225,101008.1123008616,0,1,2,2,1.0,1
T7736,A0779,A0070,121409.56,2025-04-13T01:57:00,TRANSFER,RTGS,Mumbai,0.81,ABC Corp,6,488353.27999999997,81392.21333333333,52618.683268437526,2,3,4,1,0.85,1
T7737,A0563,A0492,176519.91,2025-04-28T17:49:00,TRANSFER,CASH,Mumbai,0.8,ABC Corp,8,1168718.7,146089.8375,81507.0431488655,2,0,4,1,1.0,1
T7738,A1109,A1358,133686.46,2025-03-12T04:53:00,WITHDRAWAL,IMPS,Bangalore,0.03,LMN Ltd,9,1538342.54,170926.9488888889,104429.35589686917,3,1,0,2,1.0,1
T7739,A0338,A1010,2046.51,2025-03-06T10:42:00,DEPOSIT,RTGS,Mumbai,0.05,ABC Corp,8,1014112.67,126764.08375,97534.27797622418,0,3,4,1,1.0,1
T7740,A0596,A0166,45866.17,2025-01-25T10:42:00,PAYMENT,CASH,Hyderabad,0.76,ABC Corp,14,1651995.35,117999.66785714286,89109.79024723328,1,0,3,1,1.0,1
T7741,A1293,A0772,134842.25,2025-04-18T00:16:00,WITHDRAWAL,CASH,Chennai,0.34,LMN Ltd,8,1230011.3599999999,153751.41999999998,73172.17449448154,3,0,1,2,1.0,1
T7742,A0159,A1353,96546.14,2025-04-18T08:52:00,PAYMENT,NEFT,Mumbai,0.5,LMN Ltd,6,646707.85,107784.64166666666,48884.104082590864,1,2,4,2,1.0,1
T7743,A1071,A1000,33907.98,2025-02-26T18:16:00,DEPOSIT,UPI,Mumbai,0.91,-,6,978844.65,163140.775,111925.85247258487,0,4,4,0,1.0,1
T7744,A1440,A0021,44362.06,2025-03-26T18:37:00,WITHDRAWAL,UPI,Chennai,0.44,ABC Corp,16,2613159.19,163322.449375,88518.20097536217,3,4,1,1,1.0,1
T7745,A0818,A1030,259586.58,2025-03-19T12:39:00,WITHDRAWAL,IMPS,Delhi,0.15,ABC Corp,12,2421758.69,201813.22416666665,67607.94937479608,3,1,2,1,1.0,1
T7746,A0154,A0583,221707.54,2025-01-19T04:02:00,PAYMENT,IMPS,Chennai,0.06,LMN Ltd,8,1550545.24,193818.155,60728.94498084465,1,1,1,2,1.0,1
T7747,A1211,A1019,42747.77,2025-02-24T07:20:00,DEPOSIT,UPI,Chennai,0.62,ABC Corp,5,823497.87,164699.574,123850.22611995679,0,4,1,1,1.0,1
T7748,A0825,A0698,256104.48,2025-01-25T00:47:00,PAYMENT,RTGS,Delhi,0.86,LMN Ltd,7,1623978.51,231996.93,66307.45173856958,1,3,2,2,1.0,1
T7751,A0138,A0060,109269.5,2025-05-19T16:46:00,DEPOSIT,UPI,Hyderabad,0.06,ABC Corp,7,1217014.98,173859.28285714285,72869.82582247577,0,4,3,1,1.0,1
T7752,A0005,A0213,188824.29,2025-04-13T12:37:00,TRANSFER,RTGS,Mumbai,0.16,XYZ Pvt Ltd,8,1477808.57,184726.07125,41482.3164182617,2,3,4,3,1.0,1
T7753,A0995,A0348,293915.05,2025-01-07T04:16:00,PAYMENT,RTGS,Bangalore,0.2,-,6,705752.49,117625.415,112716.84738373775,1,3,0,0,1.0,1
T7754,A0792,A1419,293095.07,2025-03-22T13:27:00,DEPOSIT,UPI,Delhi,0.34,XYZ Pvt Ltd,7,1511611.29,215944.47,68486.71697195424,0,4,2,3,1.0,1
T7755,A0332,A0378,296858.12,2025-03-01T07:04:00,PAYMENT,UPI,Mumbai,0.92,XYZ Pvt Ltd,4,858551.29,214637.8225,64710.750376607626,1,4,4,3,1.0,1
T7756,A0173,A0252,46393.82,2025-05-12T16:59:00,WITHDRAWAL,UPI,Hyderabad,0.05,-,8,1237327.16,154665.895,83797.31912520608,3,4,3,0,1.0,1
T7757,A1432,A0274,8210.42,2025-01-15T17:38:00,WITHDRAWAL,IMPS,Delhi,0.88,LMN Ltd,7,972505.8200000001,138929.40285714288,92442.78490018492,3,1,2,2,1.0,1
T7758,A0525,A0859,196157.57,2025-05-05T19:52:00,TRANSFER,CASH,Hyderabad,0.71,-,7,832647.99,118949.71285714286,74511.3183064427,2,0,3,0,1.0,1
T7759,A1134,A1493,69907.64,2025-01-02T17:40:00,PAYMENT,UPI,Hyderabad,0.19,ABC Corp,6,837729.59,139621.59833333333,62523.20956594709,1,4,3,1,1.0,1
T7760,A0232,A1240,243874.55,2025-02-01T19:17:00,PAYMENT,RTGS,Hyderabad,0.26,LMN Ltd,7,1119058.99,159865.57,76277.99112360633,1,3,3,2,1.0,1
T7761,A0587,A1468,26926.17,2025-01-29T17:23:00,PAYMENT,IMPS,Hyderabad,0.39,ABC Corp,10,1529261.83,152926.18300000002,88599.19421656686,1,1,3,1,1.0,1
T7763,A0324,A0865,225534.89,2025-01-08T12:32:00,WITHDRAWAL,CASH,Hyderabad,0.0,XYZ Pvt Ltd,6,1004014.28,167335.71333333335,85942.01329355316,3,0,3,3,1.0,1
T7764,A0406,A0303,221283.96,2025-02-09T10:39:00,TRANSFER,IMPS,Mumbai,0.18,LMN Ltd,10,1268137.4100000001,126813.74100000001,80518.17009815824,2,1,4,2,1.0,1
T7765,A0040,A0211,238948.91,2025-02-01T22:03:00,WITHDRAWAL,IMPS,Delhi,0.54,-,12,2039201.6400000001,169933.47,74667.61105709382,3,1,2,0,1.0,1
T7766,A0197,A0302,171759.78,2025-03-16T12:02:00,PAYMENT,CASH,Hyderabad,0.75,ABC Corp,5,605799.1,121159.81999999999,69572.51442936138,1,0,3,1,1.0,1
T7767,A1017,A0830,9914.45,2025-02-28T04:35:00,TRANSFER,UPI,Hyderabad,0.36,-,12,1943631.47,161969.28916666665,99333.78926218697,2,4,3,0,1.0,1
T7768,A1139,A0771,251284.57,2025-01-21T05:56:00,DEPOSIT,NEFT,Mumbai,0.05,ABC Corp,8,1227390.26,153423.7825,92671.68166097433,0,2,4,1,1.0,1
T7769,A0746,A0685,288236.9,2025-04-04T02:53:00,WITHDRAWAL,CASH,Chennai,0.09,LMN Ltd,6,1174398.52,195733.08666666667,97628.31848075756,3,0,1,2,1.0,1
T7770,A1368,A0745,68984.21,2025-03-22T13:13:00,WITHDRAWAL,NEFT,Mumbai,0.35,ABC Corp,14,2150585.33,153613.23785714287,99626.43475242858,3,2,4,1,1.0,1
T7771,A0113,A0423,276604.36,2025-04-24T20:57:00,TRANSFER,UPI,Chennai,0.14,LMN Ltd,8,1422094.48,177761.81,89581.02723478577,2,4,1,2,1.0,1
T7773,A0882,A1113,213206.72,2025-01-21T07:23:00,PAYMENT,NEFT,Bangalore,0.85,-,4,591635.6699999999,147908.91749999998,91339.58130694578,1,2,0,0,1.0,1
T7774,A0137,A0704,108468.09,2025-04-04T09:31:00,DEPOSIT,RTGS,Hyderabad,0.31,-,11,1327032.8,120639.34545454546,93245.92676927151,0,3,3,0,1.0,1
T7775,A0225,A1419,203201.98,2025-02-12T04:24:00,TRANSFER,UPI,Delhi,0.7,-,11,1797915.78,163446.8890909091,76535.44514496293,2,4,2,0,1.0,1
T7776,A0736,A0686,33551.42,2025-04-07T08:48:00,PAYMENT,UPI,Chennai,0.04,ABC Corp,9,1236407.45,137378.60555555555,92470.05145536028,1,4,1,1,1.0,1
T7777,A0611,A0843,252977.16,2025-02-20T00:22:00,WITHDRAWAL,IMPS,Mumbai,0.76,XYZ Pvt Ltd,9,1725688.68,191743.18666666665,97185.06017391807,3,1,4,3,1.0,1
T7778,A0668,A1260,222285.39,2025-01-02T21:41:00,WITHDRAWAL,NEFT,Bangalore,0.86,XYZ Pvt Ltd,5,880885.51,176177.102,95758.9251982196,3,2,0,3,1.0,1
T7779,A0813,A1046,107544.08,2025-01-20T16:36:00,WITHDRAWAL,NEFT,Delhi,0.69,LMN Ltd,7,1150107.2,164301.02857142856,60227.33575285048,3,2,2,2,1.0,1
T7780,A0415,A1190,173582.07,2025-02-20T06:08:00,DEPOSIT,CASH,Delhi,0.71,-,7,984959.7,140708.52857142856,99939.47077200469,0,0,2,0,1.0,1
T7781,A0996,A1440,244277.49,2025-02-22T16:16:00,WITHDRAWAL,CASH,Hyderabad,0.04,LMN Ltd,6,579294.78,96549.13,96181.1410433794,3,0,3,2,1.0,1
T7782,A0688,A1397,41828.9,2025-01-18T10:33:00,DEPOSIT,NEFT,Delhi,0.81,LMN Ltd,5,319364.3,63872.86,43231.7528413769,0,2,2,2,0.97,1
T7783,A0993,A1219,59859.99,2025-02-20T15:31:00,WITHDRAWAL,RTGS,Hyderabad,0.84,-,9,1552113.91,172457.10111111111,111635.86946445488,3,3,3,0,1.0,1
T7784,A1150,A0673,260085.88,2025-04-04T11:49:00,DEPOSIT,NEFT,Bangalore,0.57,ABC Corp,9,1595569.9,177285.54444444444,58655.96326580765,0,2,0,1,1.0,1
T7785,A1427,A0826,194096.57,2025-02-24T21:23:00,DEPOSIT,UPI,Chennai,0.9,ABC Corp,6,1221832.84,203638.80666666667,71325.69455647795,0,4,1,1,1.0,1
T7786,A0746,A0147,54806.87,2025-01-25T17:40:00,TRANSFER,NEFT,Delhi,0.27,-,6,1174398.52,195733.08666666667,97628.31848075756,2,2,2,0,1.0,1
T7787,A0775,A0325,265252.1,2025-05-06T02:00:00,PAYMENT,UPI,Hyderabad,0.04,XYZ Pvt Ltd,11,1811978.49,164725.31727272726,98064.08425565407,1,4,3,3,1.0,1
T7788,A1340,A1277,26718.02,2025-01-19T13:37:00,WITHDRAWAL,UPI,Bangalore,0.03,XYZ Pvt Ltd,6,903419.8200000001,150569.97,101948.9407270255,3,4,0,3,1.0,1
T7789,A1331,A1232,111194.06,2025-01-14T06:29:00,WITHDRAWAL,NEFT,Bangalore,0.06,ABC Corp,10,1512976.1099999999,151297.61099999998,75986.08459993411,3,2,0,1,1.0,1
T7790,A0431,A0687,228634.02,2025-03-20T12:12:00,WITHDRAWAL,CASH,Mumbai,0.76,-,7,1029677.95,147096.85,98113.40216032024,3,0,4,0,1.0,1
T7791,A1333,A0438,72319.48,2025-01-10T19:54:00,TRANSFER,RTGS,Chennai,0.53,LMN Ltd,7,1159900.9,165700.12857142856,101937.29881023079,2,3,1,2,1.0,1
T7792,A0575,A0853,129494.31,2025-02-28T01:36:00,DEPOSIT,RTGS,Bangalore,0.8,-,8,869225.85,108653.23125,68219.73920593898,0,3,0,0,1.0,1
T7793,A0371,A0845,262338.17,2025-04-21T09:29:00,PAYMENT,IMPS,Hyderabad,0.21,XYZ Pvt Ltd,9,1526117.02,169568.55777777778,78024.59835924418,1,1,3,3,1.0,1
T7794,A1388,A1440,48244.66,2025-05-11T22:51:00,DEPOSIT,CASH,Hyderabad,0.33,ABC Corp,8,847169.1,105896.1375,82763.04029588462,0,0,3,1,1.0,1
T7795,A0917,A0196,93613.32,2025-04-18T14:26:00,PAYMENT,CASH,Delhi,0.74,-,7,853090.74,121870.10571428572,66574.60553460626,1,0,2,0,1.0,1
T7796,A1419,A0194,133404.82,2025-03-25T05:14:00,WITHDRAWAL,NEFT,Mumbai,0.2,ABC Corp,9,1478348.35,164260.92777777778,88508.44434493055,3,2,4,1,1.0,1
T7797,A0160,A1151,270756.55,2025-01-29T16:56:00,TRANSFER,UPI,Bangalore,0.01,ABC Corp,13,1945573.53,149659.5023076923,105110.10203345088,2,4,0,1,1.0,1
T7798,A0818,A1001,265973.08,2025-02-26T20:49:00,TRANSFER,RTGS,Bangalore,0.3,LMN Ltd,12,2421758.69,201813.22416666665,67607.94937479608,2,3,0,2,1.0,1
T7799,A0068,A1386,251173.15,2025-03-03T01:40:00,PAYMENT,IMPS,Bangalore,0.91,XYZ Pvt Ltd,10,1755841.34,175584.13400000002,89463.3544876482,1,1,0,3,1.0,1
T7800,A0507,A0581,70132.41,2025-03-19T16:12:00,TRANSFER,CASH,Chennai,0.13,LMN Ltd,14,1628677.17,116334.08357142856,68852.161478316,2,0,1,2,1.0,1
T7801,A0982,A0441,243847.78,2025-04-22T10:10:00,WITHDRAWAL,NEFT,Delhi,0.14,ABC Corp,7,1372214.28,196030.61142857143,84996.91067296162,3,2,2,1,1.0,1
T7802,A0837,A0046,226458.93,2025-02-25T07:31:00,TRANSFER,RTGS,Chennai,0.61,-,9,1057783.53,117531.50333333334,71163.58919199744,2,3,1,0,1.0,1
T7803,A0411,A1370,221423.44,2025-01-08T22:44:00,WITHDRAWAL,NEFT,Mumbai,0.06,-,7,1255805.1500000001,179400.73571428572,88368.80936313499,3,2,4,0,1.0,1
T7804,A0722,A1445,175068.34,2025-04-28T16:25:00,DEPOSIT,UPI,Delhi,0.95,XYZ Pvt Ltd,6,1136759.98,189459.99666666667,104919.6926811997,0,4,2,3,1.0,1
